filename,category
sel-2669-20151005-192545.74.wav,elepant_rumble
sel-59-20151005-002306.79.wav,elepant_rumble
sel-2132-20151005-160316.02.wav,elepant_rumble
sel-3219-20151005-212724.73.wav,elepant_rumble
sel-733-20151005-043250.64.wav,elepant_rumble
sel-3140-20151005-211057.39.wav,elepant_rumble
sel-2217-20151005-165153.75.wav,elepant_rumble
sel-2590-20151005-185759.18.wav,elepant_rumble
sel-643-20151005-035447.33.wav,elepant_rumble
sel-599-20151005-033801.91.wav,elepant_rumble
sel-1936-20151005-123158.46.wav,elepant_rumble
sel-2164-20151005-163355.94.wav,elepant_rumble
sel-2967-20151005-202829.63.wav,elepant_rumble
sel-215-20151005-013443.04.wav,elepant_rumble
sel-387-20151005-023359.78.wav,elepant_rumble
sel-2305-20151005-171357.25.wav,elepant_rumble
sel-1600-20151005-090321.85.wav,elepant_rumble
sel-73-20151005-002646.49.wav,elepant_rumble
sel-3104-20151005-210112.73.wav,elepant_rumble
sel-2107-20151005-154948.73.wav,elepant_rumble
sel-3181-20151005-212113.64.wav,elepant_rumble
sel-2461-20151005-183319.03.wav,elepant_rumble
sel-1577-20151005-085021.88.wav,elepant_rumble
sel-2952-20151005-202347.93.wav,elepant_rumble
sel-01-20151005-000057.21.wav,elepant_rumble
sel-2976-20151005-202932.93.wav,elepant_rumble
sel-1853-20151005-115210.50.wav,elepant_rumble
sel-2458-20151005-183246.73.wav,elepant_rumble
sel-3694-20151005-234623.07.wav,elepant_rumble
sel-2918-20151005-201143.24.wav,elepant_rumble
sel-582-20151005-032955.55.wav,elepant_rumble
sel-674-20151005-041536.18.wav,elepant_rumble
sel-2340-20151005-171857.91.wav,elepant_rumble
sel-1864-20151005-115622.85.wav,elepant_rumble
sel-2674-20151005-192557.99.wav,elepant_rumble
sel-42-20151005-001916.07.wav,elepant_rumble
sel-1755-20151005-112204.80.wav,elepant_rumble
sel-1098-20151005-055200.73.wav,elepant_rumble
sel-3678-20151005-234218.01.wav,elepant_rumble
sel-2113-20151005-155517.62.wav,elepant_rumble
sel-2437-20151005-183045.68.wav,elepant_rumble
sel-3613-20151005-232643.13.wav,elepant_rumble
sel-877-20151005-045608.87.wav,elepant_rumble
sel-180-20151005-011512.78.wav,elepant_rumble
sel-2433-20151005-183027.11.wav,elepant_rumble
sel-315-20151005-021022.28.wav,elepant_rumble
sel-2475-20151005-183459.31.wav,elepant_rumble
sel-2861-20151005-195938.02.wav,elepant_rumble
sel-426-20151005-024346.77.wav,elepant_rumble
sel-2675-20151005-192557.56.wav,elepant_rumble
sel-3593-20151005-231844.42.wav,elepant_rumble
sel-3403-20151005-215146.34.wav,elepant_rumble
sel-2584-20151005-185724.40.wav,elepant_rumble
sel-1461-20151005-075204.43.wav,elepant_rumble
sel-1412-20151005-071505.34.wav,elepant_rumble
sel-594-20151005-033747.98.wav,elepant_rumble
sel-1814-20151005-113704.49.wav,elepant_rumble
sel-1262-20151005-062324.58.wav,elepant_rumble
sel-3222-20151005-212819.53.wav,elepant_rumble
sel-3685-20151005-234322.93.wav,elepant_rumble
sel-1178-20151005-060321.73.wav,elepant_rumble
sel-3609-20151005-232532.65.wav,elepant_rumble
sel-882-20151005-045726.74.wav,elepant_rumble
sel-137-20151005-004425.19.wav,elepant_rumble
sel-2048-20151005-145952.48.wav,elepant_rumble
sel-3281-20151005-213704.08.wav,elepant_rumble
sel-1435-20151005-073125.40.wav,elepant_rumble
sel-2901-20151005-200628.40.wav,elepant_rumble
sel-1727-20151005-111205.19.wav,elepant_rumble
sel-2662-20151005-192531.42.wav,elepant_rumble
sel-1317-20151005-064505.54.wav,elepant_rumble
sel-345-20151005-022125.09.wav,elepant_rumble
sel-317-20151005-021057.33.wav,elepant_rumble
sel-1666-20151005-095216.48.wav,elepant_rumble
sel-1989-20151005-132133.19.wav,elepant_rumble
sel-1097-20151005-055159.62.wav,elepant_rumble
sel-1250-20151005-062109.90.wav,elepant_rumble
sel-2510-20151005-184241.42.wav,elepant_rumble
sel-2698-20151005-192651.07.wav,elepant_rumble
sel-834-20151005-044805.90.wav,elepant_rumble
sel-2061-20151005-150720.58.wav,elepant_rumble
sel-2094-20151005-153403.03.wav,elepant_rumble
sel-2364-20151005-174059.29.wav,elepant_rumble
sel-3688-20151005-234451.57.wav,elepant_rumble
sel-2071-20151005-151350.78.wav,elepant_rumble
sel-560-20151005-030902.39.wav,elepant_rumble
sel-2726-20151005-193303.62.wav,elepant_rumble
sel-742-20151005-043351.66.wav,elepant_rumble
sel-2834-20151005-195324.02.wav,elepant_rumble
sel-3363-20151005-214435.63.wav,elepant_rumble
sel-2695-20151005-192644.02.wav,elepant_rumble
sel-175-20151005-011414.98.wav,elepant_rumble
sel-2289-20151005-171203.56.wav,elepant_rumble
sel-1843-20151005-114946.42.wav,elepant_rumble
sel-225-20151005-013904.76.wav,elepant_rumble
sel-845-20151005-044939.70.wav,elepant_rumble
sel-3535-20151005-225730.43.wav,elepant_rumble
sel-1241-20151005-061846.40.wav,elepant_rumble
sel-394-20151005-023706.09.wav,elepant_rumble
sel-1247-20151005-062051.77.wav,elepant_rumble
sel-117-20151005-003954.45.wav,elepant_rumble
sel-2560-20151005-185219.37.wav,elepant_rumble
sel-3200-20151005-212531.49.wav,elepant_rumble
sel-661-20151005-040319.60.wav,elepant_rumble
sel-2406-20151005-180718.23.wav,elepant_rumble
sel-1025-20151005-053217.92.wav,elepant_rumble
sel-1129-20151005-055632.54.wav,elepant_rumble
sel-147-20151005-005102.70.wav,elepant_rumble
sel-35-20151005-001732.17.wav,elepant_rumble
sel-1058-20151005-054449.77.wav,elepant_rumble
sel-3357-20151005-214407.39.wav,elepant_rumble
sel-3568-20151005-231411.06.wav,elepant_rumble
sel-610-20151005-034032.95.wav,elepant_rumble
sel-2687-20151005-192627.65.wav,elepant_rumble
sel-3075-20151005-205653.75.wav,elepant_rumble
sel-3122-20151005-210643.37.wav,elepant_rumble
sel-3005-20151005-203535.07.wav,elepant_rumble
sel-2192-20151005-164838.88.wav,elepant_rumble
sel-3365-20151005-214439.48.wav,elepant_rumble
sel-3091-20151005-205858.43.wav,elepant_rumble
sel-1428-20151005-072514.62.wav,elepant_rumble
sel-1822-20151005-114109.78.wav,elepant_rumble
sel-1486-20151005-075528.22.wav,elepant_rumble
sel-3187-20151005-212348.10.wav,elepant_rumble
sel-878-20151005-045649.85.wav,elepant_rumble
sel-2602-20151005-190009.60.wav,elepant_rumble
sel-3351-20151005-214236.26.wav,elepant_rumble
sel-2418-20151005-182624.33.wav,elepant_rumble
sel-260-20151005-015010.21.wav,elepant_rumble
sel-3230-20151005-213218.48.wav,elepant_rumble
sel-2562-20151005-185224.80.wav,elepant_rumble
sel-1244-20151005-062041.20.wav,elepant_rumble
sel-2285-20151005-171123.22.wav,elepant_rumble
sel-2162-20151005-162917.74.wav,elepant_rumble
sel-2386-20151005-175906.22.wav,elepant_rumble
sel-2215-20151005-165131.52.wav,elepant_rumble
sel-3159-20151005-211548.47.wav,elepant_rumble
sel-2278-20151005-171035.54.wav,elepant_rumble
sel-146-20151005-005021.29.wav,elepant_rumble
sel-1974-20151005-125249.83.wav,elepant_rumble
sel-1504-20151005-080102.58.wav,elepant_rumble
sel-167-20151005-010818.55.wav,elepant_rumble
sel-2227-20151005-165637.72.wav,elepant_rumble
sel-2739-20151005-193644.41.wav,elepant_rumble
sel-1909-20151005-121259.94.wav,elepant_rumble
sel-2034-20151005-145054.79.wav,elepant_rumble
sel-2057-20151005-150643.23.wav,elepant_rumble
sel-3702-20151005-234818.94.wav,elepant_rumble
sel-3575-20151005-231520.18.wav,elepant_rumble
sel-2138-20151005-160407.36.wav,elepant_rumble
