filename,category
1-81269-A-3.wav,cow
2-106015-B-44.wav,engine
2-135649-C-45.wav,train
sel-1428-20151005-072514.62.wav,elepant_rumble
sel-3403-20151005-215146.34.wav,elepant_rumble
3-154758-A-44.wav,engine
sel-1814-20151005-113704.49.wav,elepant_rumble
4-161579-A-40.wav,helicopter
2-135649-B-45.wav,train
2-117795-A-3.wav,cow
2-79769-A-26.wav,laughing
2-106015-A-44.wav,engine
sel-2437-20151005-183045.68.wav,elepant_rumble
4-155650-A-24.wav,coughing
3-68630-A-40.wav,helicopter
1-69422-A-3.wav,cow
4-119648-B-48.wav,fireworks
2-57733-A-22.wav,clapping
2-25293-A-22.wav,clapping
5-242711-A-9.wav,crow
sel-137-20151005-004425.19.wav,elepant_rumble
1-172649-C-40.wav,helicopter
1-75162-A-9.wav,crow
4-119647-A-48.wav,fireworks
2-106487-A-44.wav,engine
2-109231-A-9.wav,crow
5-231762-A-0.wav,dog
5-180156-C-43.wav,car_horn
sel-59-20151005-002306.79.wav,elepant_rumble
3-118972-A-41.wav,chainsaw
2-37806-C-40.wav,helicopter
4-165933-A-45.wav,train
sel-2901-20151005-200628.40.wav,elepant_rumble
sel-3357-20151005-214407.39.wav,elepant_rumble
2-188822-D-40.wav,helicopter
5-194899-A-3.wav,cow
4-207124-A-0.wav,dog
2-209475-A-25.wav,footsteps
2-128465-B-43.wav,car_horn
3-118657-A-41.wav,chainsaw
4-171652-A-44.wav,engine
4-176631-A-43.wav,car_horn
sel-3281-20151005-213704.08.wav,elepant_rumble
1-223162-A-25.wav,footsteps
sel-2162-20151005-162917.74.wav,elepant_rumble
5-242492-A-3.wav,cow
4-198962-A-25.wav,footsteps
3-149465-A-22.wav,clapping
5-242932-B-26.wav,laughing
1-47273-A-21.wav,sneezing
sel-877-20151005-045608.87.wav,elepant_rumble
5-191131-A-40.wav,helicopter
1-30344-A-0.wav,dog
5-170338-B-41.wav,chainsaw
5-205898-A-40.wav,helicopter
sel-2976-20151005-202932.93.wav,elepant_rumble
1-34094-A-5.wav,cat
1-110537-A-22.wav,clapping
3-129264-A-9.wav,crow
5-179866-A-43.wav,car_horn
5-254160-A-22.wav,clapping
3-159445-B-45.wav,train
3-150979-A-40.wav,helicopter
4-189832-B-22.wav,clapping
1-64398-B-41.wav,chainsaw
4-167642-A-21.wav,sneezing
4-154443-A-24.wav,coughing
1-69641-A-3.wav,cow
1-36164-B-26.wav,laughing
2-209473-A-25.wav,footsteps
sel-3122-20151005-210643.37.wav,elepant_rumble
5-179860-A-43.wav,car_horn
2-76408-A-22.wav,clapping
sel-1989-20151005-132133.19.wav,elepant_rumble
4-167571-A-26.wav,laughing
2-116400-A-0.wav,dog
4-213915-B-3.wav,cow
sel-2562-20151005-185224.80.wav,elepant_rumble
sel-2164-20151005-163355.94.wav,elepant_rumble
4-195451-A-44.wav,engine
2-98676-A-24.wav,coughing
sel-1247-20151005-062051.77.wav,elepant_rumble
3-103599-B-25.wav,footsteps
4-157611-B-41.wav,chainsaw
sel-260-20151005-015010.21.wav,elepant_rumble
5-203128-B-0.wav,dog
3-152039-B-3.wav,cow
2-109231-C-9.wav,crow
1-1791-A-26.wav,laughing
4-119647-B-48.wav,fireworks
2-50667-B-41.wav,chainsaw
5-177957-B-40.wav,helicopter
3-119120-C-48.wav,fireworks
5-197121-B-45.wav,train
5-222041-A-9.wav,crow
5-160614-E-48.wav,fireworks
3-124925-A-9.wav,crow
4-186940-A-44.wav,engine
4-156843-A-21.wav,sneezing
2-103428-A-3.wav,cow
2-118104-A-21.wav,sneezing
1-24076-A-43.wav,car_horn
3-128160-A-44.wav,engine
2-104877-A-3.wav,cow
2-85292-A-24.wav,coughing
4-175000-C-40.wav,helicopter
sel-2094-20151005-153403.03.wav,elepant_rumble
sel-2217-20151005-165153.75.wav,elepant_rumble
2-130979-A-21.wav,sneezing
1-172649-F-40.wav,helicopter
1-59324-A-21.wav,sneezing
2-144137-A-43.wav,car_horn
4-213915-C-3.wav,cow
1-19898-B-41.wav,chainsaw
5-194899-B-3.wav,cow
5-172639-A-5.wav,cat
sel-2458-20151005-183246.73.wav,elepant_rumble
3-259622-A-44.wav,engine
5-220027-A-21.wav,sneezing
sel-3159-20151005-211548.47.wav,elepant_rumble
1-115545-B-48.wav,fireworks
3-127890-B-9.wav,crow
3-124376-A-3.wav,cow
sel-3702-20151005-234818.94.wav,elepant_rumble
4-165606-A-45.wav,train
4-181955-B-3.wav,cow
3-142601-A-21.wav,sneezing
sel-2340-20151005-171857.91.wav,elepant_rumble
3-103597-A-25.wav,footsteps
4-165845-A-45.wav,train
4-184575-A-0.wav,dog
4-171396-A-24.wav,coughing
sel-2861-20151005-195938.02.wav,elepant_rumble
3-172881-A-48.wav,fireworks
sel-180-20151005-011512.78.wav,elepant_rumble
1-202111-A-3.wav,cow
3-141240-A-44.wav,engine
4-161303-B-5.wav,cat
1-39835-B-9.wav,crow
sel-3535-20151005-225730.43.wav,elepant_rumble
4-161579-B-40.wav,helicopter
5-213836-A-9.wav,crow
3-118657-B-41.wav,chainsaw
1-52323-A-24.wav,coughing
3-144692-A-21.wav,sneezing
2-109231-B-9.wav,crow
3-119120-B-48.wav,fireworks
5-194899-C-3.wav,cow
2-37806-A-40.wav,helicopter
1-53663-A-24.wav,coughing
2-135649-A-45.wav,train
4-184434-A-21.wav,sneezing
3-154926-A-40.wav,helicopter
4-176638-A-43.wav,car_horn
sel-2132-20151005-160316.02.wav,elepant_rumble
4-189830-A-22.wav,clapping
2-122067-A-45.wav,train
1-54065-A-45.wav,train
sel-1317-20151005-064505.54.wav,elepant_rumble
2-50668-B-41.wav,chainsaw
2-209476-A-25.wav,footsteps
5-160614-C-48.wav,fireworks
3-126358-B-3.wav,cow
1-181071-A-40.wav,helicopter
sel-882-20151005-045726.74.wav,elepant_rumble
3-127890-A-9.wav,crow
sel-3613-20151005-232643.13.wav,elepant_rumble
sel-878-20151005-045649.85.wav,elepant_rumble
3-126113-A-26.wav,laughing
sel-2048-20151005-145952.48.wav,elepant_rumble
sel-2584-20151005-185724.40.wav,elepant_rumble
5-234263-A-25.wav,footsteps
4-165823-A-41.wav,chainsaw
2-87795-A-24.wav,coughing
sel-42-20151005-001916.07.wav,elepant_rumble
2-209471-A-25.wav,footsteps
3-135650-A-45.wav,train
4-186962-A-44.wav,engine
1-85362-A-0.wav,dog
5-220026-A-21.wav,sneezing
sel-1843-20151005-114946.42.wav,elepant_rumble
4-218304-B-25.wav,footsteps
2-117615-B-48.wav,fireworks
4-189838-A-22.wav,clapping
1-26177-A-43.wav,car_horn
3-177082-A-22.wav,clapping
1-47819-C-5.wav,cat
1-79113-A-5.wav,cat
3-161010-A-43.wav,car_horn
3-146964-A-5.wav,cat
1-47250-A-41.wav,chainsaw
5-221568-A-22.wav,clapping
3-150231-A-21.wav,sneezing
4-156227-A-9.wav,crow
1-70300-A-45.wav,train
2-107228-B-44.wav,engine
1-30043-A-26.wav,laughing
sel-01-20151005-000057.21.wav,elepant_rumble
4-138344-A-9.wav,crow
sel-2289-20151005-171203.56.wav,elepant_rumble
4-165823-B-41.wav,chainsaw
1-34094-B-5.wav,cat
2-108763-A-9.wav,crow
5-184871-A-24.wav,coughing
4-189828-A-22.wav,clapping
1-115920-B-22.wav,clapping
sel-1412-20151005-071505.34.wav,elepant_rumble
sel-2918-20151005-201143.24.wav,elepant_rumble
1-50455-A-44.wav,engine
4-117627-A-25.wav,footsteps
1-73123-A-26.wav,laughing
1-61261-A-44.wav,engine
1-81883-A-21.wav,sneezing
sel-3005-20151005-203535.07.wav,elepant_rumble
5-204604-A-24.wav,coughing
2-87799-A-24.wav,coughing
4-133047-C-5.wav,cat
5-179863-A-43.wav,car_horn
3-95695-B-5.wav,cat
3-146972-A-5.wav,cat
5-263775-B-26.wav,laughing
sel-2510-20151005-184241.42.wav,elepant_rumble
3-68630-B-40.wav,helicopter
2-103424-A-3.wav,cow
3-143119-A-21.wav,sneezing
1-88409-A-45.wav,train
2-25292-A-22.wav,clapping
sel-1058-20151005-054449.77.wav,elepant_rumble
4-169127-B-41.wav,chainsaw
3-151212-A-24.wav,coughing
5-51149-A-25.wav,footsteps
sel-1461-20151005-075204.43.wav,elepant_rumble
5-244310-A-25.wav,footsteps
sel-1936-20151005-123158.46.wav,elepant_rumble
4-185619-A-21.wav,sneezing
1-96950-A-9.wav,crow
5-179865-A-43.wav,car_horn
sel-317-20151005-021057.33.wav,elepant_rumble
1-25777-A-48.wav,fireworks
4-213915-A-3.wav,cow
2-118964-A-0.wav,dog
sel-2406-20151005-180718.23.wav,elepant_rumble
5-208030-A-0.wav,dog
3-165856-A-41.wav,chainsaw
4-169726-A-24.wav,coughing
5-194899-D-3.wav,cow
1-56380-B-5.wav,cat
5-197121-A-45.wav,train
5-251489-A-24.wav,coughing
5-178997-A-24.wav,coughing
3-94343-A-25.wav,footsteps
2-87412-A-24.wav,coughing
4-188287-A-9.wav,crow
5-256452-A-5.wav,cat
1-100032-A-0.wav,dog
5-253085-B-3.wav,cow
4-186935-A-44.wav,engine
4-117630-A-25.wav,footsteps
sel-2674-20151005-192557.99.wav,elepant_rumble
2-103427-A-3.wav,cow
1-172649-D-40.wav,helicopter
1-47819-B-5.wav,cat
3-124376-B-3.wav,cow
5-199284-B-45.wav,train
4-149294-A-41.wav,chainsaw
sel-1755-20151005-112204.80.wav,elepant_rumble
3-110536-A-26.wav,laughing
3-155234-A-43.wav,car_horn
4-149294-B-41.wav,chainsaw
4-156844-A-21.wav,sneezing
4-175000-B-40.wav,helicopter
sel-2952-20151005-202347.93.wav,elepant_rumble
sel-2590-20151005-185759.18.wav,elepant_rumble
4-119648-D-48.wav,fireworks
sel-610-20151005-034032.95.wav,elepant_rumble
4-189836-A-22.wav,clapping
1-155858-B-25.wav,footsteps
5-214759-A-5.wav,cat
5-214759-B-5.wav,cat
5-221518-A-21.wav,sneezing
sel-2278-20151005-171035.54.wav,elepant_rumble
4-177835-A-24.wav,coughing
3-154926-B-40.wav,helicopter
2-106014-A-44.wav,engine
3-172922-A-48.wav,fireworks
2-109759-B-26.wav,laughing
2-108766-A-9.wav,crow
3-180256-A-0.wav,dog
sel-2726-20151005-193303.62.wav,elepant_rumble
sel-1864-20151005-115622.85.wav,elepant_rumble
1-58277-A-3.wav,cow
sel-1129-20151005-055632.54.wav,elepant_rumble
5-214869-A-9.wav,crow
2-106486-A-44.wav,engine
3-159445-A-45.wav,train
2-82538-A-21.wav,sneezing
4-165791-A-45.wav,train
sel-3140-20151005-211057.39.wav,elepant_rumble
1-94036-A-22.wav,clapping
4-218304-A-25.wav,footsteps
2-50668-A-41.wav,chainsaw
1-115920-A-22.wav,clapping
5-177957-E-40.wav,helicopter
4-178881-A-45.wav,train
sel-3075-20151005-205653.75.wav,elepant_rumble
