display_name;;label;mid;display_name;source;filename;filepath
556 gunshots;630;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.307.ch01.180718.180817.55..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.307.ch01.180718.180817.55..wav
556 gunshots;644;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.56.ch01.180718.174855.42..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.56.ch01.180718.174855.42..wav
556 gunshots;592;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556.29.ch01.180718.162104.16..wav;../data/wav_samples_custom/556_gunshots/shot556.29.ch01.180718.162104.16..wav
556 gunshots;856;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot2000m.24.ch01.180718.163846.48..wav;../data/wav_samples_custom/556_gunshots/shot2000m.24.ch01.180718.163846.48..wav
556 gunshots;460;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.51.ch01.180718.174835.86..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.51.ch01.180718.174835.86..wav
556 gunshots;364;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.93.ch01.180718.175406.45..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.93.ch01.180718.175406.45..wav
556 gunshots;523;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.471.ch01.180718.182204.22..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.471.ch01.180718.182204.22..wav
556 gunshots;814;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.536.ch01.180718.182852.26..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.536.ch01.180718.182852.26..wav
556 gunshots;666;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.215.ch01.180718.180504.07..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.215.ch01.180718.180504.07..wav
556 gunshots;757;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.484.ch01.180718.182343.06..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.484.ch01.180718.182343.06..wav
556 gunshots;711;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.348.ch01.180718.180926.79..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.348.ch01.180718.180926.79..wav
556 gunshots;412;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.336.ch01.180718.180856.28..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.336.ch01.180718.180856.28..wav
556 gunshots;576;1001;/c/a_1001;556 gunshots;custom_amsterdam_sample;shot556DL2.496.ch01.180718.182509.95..wav;../data/wav_samples_custom/556_gunshots/shot556DL2.496.ch01.180718.182509.95..wav
